player_id,situation,on_ice_xgf,on_ice_xga,shots_for_count,shots_against_count
8477933,PK,0.34388819718765273,0.0,3,0
8477935,5v5,1.2507916863163786,0.6882643246403062,17,12
8477935,PK,0.29862377898349934,0.22537613145369959,3,3
8477935,PP,0.2362634549541704,0.0,2,0
8477939,5v5,0.05370166338980198,0.0,2,0
8477942,5v5,1.3594586690489914,0.711031466249863,21,9
8477942,PK,0.5118501709321797,0.16761304588446954,7,1
8477942,PP,0.0,0.0012379360850900412,0,1
8477949,5v5,0.4193034563213587,0.5059527195990086,8,5
8477949,PK,0.08851547166705132,0.07517112046480179,2,1
8477951,5v5,0.1009674072265625,0.022114146006060764,3,2
8477951,PK,0.0033138105645775795,0.0,1,0
8477955,5v5,0.014959312975406647,0.03549794293940067,1,2
8477956,5v5,1.35472690500319,0.15776596404612064,11,4
8477956,PK,0.19650245644152164,0.5011939667165279,3,3
8477960,5v5,1.3579089969967486,1.0106160881891095,24,15
8477960,PK,0.16901007294654846,0.4109701724751638,1,5
8477960,PP,0.0,0.0012379360850900412,0,1
8477968,5v5,0.16277877241373062,0.7094128071330488,4,11
8477968,PK,0.0,0.16901007294654846,0,1
8477968,PP,0.0012379360850900412,0.0,1,0
8477969,5v5,0.5093804877251387,0.4013808951713145,6,3
8477979,5v5,0.09437188506126404,0.07709704572334886,1,2
8477986,5v5,0.5051885172724724,0.28714437782764435,6,3
8477986,PK,0.07517112046480179,0.08851547166705132,1,2
8477987,5v5,0.9537845349818882,1.5302855639622261,16,20
8477987,PK,0.22537613145369959,0.29862377898349934,3,3
8477987,PP,0.0,0.2362634549541704,0,2
8477992,5v5,0.2576291114091873,0.4644890418276191,2,13
8477998,5v5,0.6275451211566576,0.2243843126333417,9,4
8477998,PK,0.0,0.2220339322629772,0,3
8478007,5v5,0.25969422422349453,0.9843263123184443,2,10
8478007,PK,0.31534984707832336,0.0003524911589920521,2,1
8478007,PP,0.0,0.12336621433496475,0,1
8478009,5v5,0.2605841998010874,0.7214120682328939,3,4
8478009,PK,0.0003524911589920521,0.31534984707832336,1,2
8478009,PP,0.12336621433496475,0.0,1,0
8478010,5v5,0.24487507343292236,0.153471939265728,2,4
8478010,PK,0.11932855099439621,0.0,1,0
8478013,5v5,0.39792571449652314,0.667483339086175,8,5
8478013,PK,0.47653934359550476,0.19650245644152164,2,3
8478038,5v5,0.3824218961140399,0.522588314518622,9,9
8478038,PK,0.10201531422412898,0.0,2,0
8478043,5v5,0.6567449110899085,1.2369075135710268,12,19
8478043,PK,0.01953001152074546,0.29862377898349934,1,3
8478043,PP,0.0,0.22184894979000092,0,1
8478047,5v5,0.3583542350679636,0.4258499317802489,4,4
8478047,PP,0.0012379360850900412,0.0,1,0
8478048,5v5,0.9697724686517243,2.800679570937043,15,38
8478048,PK,0.18579158951203942,0.0,3,0
8478055,5v5,1.8619270240894754,0.8467963007377731,23,20
8478055,PK,0.29862377898349934,0.22537613145369959,3,3
8478055,PP,0.22184894979000092,0.0,1,0
8478109,5v5,1.0289274627310951,0.46616054478807245,17,7
8478109,PK,0.10334337184991574,0.0,2,0
8478115,5v5,0.17284627258777618,0.25969422422349453,1,2
8478136,5v5,0.26932064443826675,0.011568985879421234,2,1
8478178,5v5,0.6095043867826462,0.2384798265993595,5,6
8478178,PK,0.9771968275308609,0.0,3,0
8478396,5v5,0.06459430418908596,0.0019089248962700367,3,1
8478398,5v5,0.08733817376196384,0.0,3,0
8478401,5v5,1.4640857856720686,0.18185536796227098,11,6
8478401,PK,0.19650245644152164,0.0,3,0
8478403,5v5,0.8708081152290106,0.6475681704469025,11,6
8478403,PK,0.1622491329908371,0.0174864511936903,1,1
